File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_020.tif,Page,Page 20,20,ark:/21198/z1t74m89,ark:/21198/z1bv9t56
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_021.tif,Page,Page 21,21,ark:/21198/z1t74m89,ark:/21198/z17392h2
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_022.tif,Page,Page 22,22,ark:/21198/z1t74m89,ark:/21198/z13b89sb
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_023.tif,Page,Page 23,23,ark:/21198/z1t74m89,ark:/21198/z1zp6hpx
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_024.tif,Page,Page 24,24,ark:/21198/z1t74m89,ark:/21198/z1tx5s02
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_025.tif,Page,Page 25,25,ark:/21198/z1t74m89,ark:/21198/z1q55164
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_026.tif,Page,Page 26,26,ark:/21198/z1t74m89,ark:/21198/z1kd48fz
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_027.tif,Page,Page 27,27,ark:/21198/z1t74m89,ark:/21198/z1fn3hq7
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_028.tif,Page,Page 28,28,ark:/21198/z1t74m89,ark:/21198/z19w2s38
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_029.tif,Page,Page 29,29,ark:/21198/z1t74m89,ark:/21198/z16421bs
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_030.tif,Page,Page 30,30,ark:/21198/z1t74m89,ark:/21198/z12g0027
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_031.tif,Page,Page 31,31,ark:/21198/z1t74m89,ark:/21198/z1xp9gk0
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_032.tif,Page,Page 32,32,ark:/21198/z1t74m89,ark:/21198/z1sx8qsc
masters/othermasters/DEPbohemia/tiffs/ihc_bohemia_1930/ihc_bohemia_19300622_033.tif,Page,Page 33,33,ark:/21198/z1t74m89,ark:/21198/z1p58019
